,Food_name,Food_Group,Descrip,ingredient,Value
514,Cream,Dariy and Eggs,"Cheese, cream",VitC_mg,0.0
515,Yogurt,Dariy and Eggs,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",VitC_mg,0.5
516,Beer,Beverages,"Alcoholic beverage, beer, regular, all",VitC_mg,0.0
517,Wine,Beverages,"Alcoholic beverage, wine, table, all",VitC_mg,0.0
518,Coffee(instant),Beverages,"Coffee, instant, regular, powder",VitC_mg,0.0
519,Coca cola,Beverages,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",VitC_mg,0.0
520,Lemon Juice,Beverages,"Lemon juice, raw",VitC_mg,38.7
521,Fish(farmed),Fish & Shellfish,"Fish, catfish, channel, farmed, raw",VitC_mg,0.0
522,Shrimp(farmed),Fish & Shellfish,"Crustaceans, crayfish, mixed species, farmed, raw",VitC_mg,0.5
523,Trout,Fish & Shellfish,"Fish, trout, rainbow, farmed, raw",VitC_mg,2.9
524,Herring,Fish & Shellfish,"Fish, herring, Pacific, raw",VitC_mg,0.0
525,Salmon,Fish & Shellfish,"Fish, salmon, Atlantic, wild, raw",VitC_mg,0.0
526,Sardine,Fish & Shellfish,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",VitC_mg,1.0
527,Tuna,Fish & Shellfish,"Fish, tuna, fresh, bluefin, raw",VitC_mg,0.0
528,Mackerel,Fish & Shellfish,"Fish, mackerel, Atlantic, raw",VitC_mg,0.4
529,Bread(rye),Bread and Grains,"Bread, rye",VitC_mg,0.4
530,Porridge,Bread and Grains,"Breakfast cereal, milk added",VitC_mg,0.0
531,Rice,Bread and Grains,"Rice, white, long-grain, regular, raw, enriched",VitC_mg,0.0
532,Groundnuts,Bread and Grains,"Spices, nutmeg, ground",VitC_mg,3.0
533,Nuts(cashew),"Pulses, Nuts and Legumes","Nuts, cashew nuts, raw",VitC_mg,0.5
534,Tofu,"Pulses, Nuts and Legumes","Tofu, silken, soft",VitC_mg,0.0
535,Chocolate,Chocolate,Chocolate syrup,VitC_mg,0.2
536,Egg,Dariy and Eggs,"Egg, whole, raw, fresh",VitC_mg,0.0
537,Beans,"Pulses, Nuts and Legumes","Beans, yellow, mature seeds, raw",VitC_mg,0.0
538,Palm oil,Oil,"Oil, palm",VitC_mg,0.0
539,Canola oil,Oil,"Oil, grapeseed",VitC_mg,0.0
540,Sunflower oil,Oil,"Oil, sunflower, linoleic, (approx. 65%)",VitC_mg,0.0
541,Olive oil,Oil,"Oil, olive, salad or cooking",VitC_mg,0.0
542,Beef(steak),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",VitC_mg,0.0
543,Beef(brisket),Meats,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",VitC_mg,0.0
544,Beef(flank),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",VitC_mg,0.0
545,Lamb(rib),Meats,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",VitC_mg,0.0
546,Lamb(loin),Meats,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",VitC_mg,0.0
547,Lamb(shank),Meats,"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",VitC_mg,0.0
548,Pork(leg),Meats,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",VitC_mg,0.7
549,Pork(loin),Meats,"Pork, fresh, loin, whole, separable lean and fat, raw",VitC_mg,0.6
550,Pork(shoulder),Meats,"Pork, fresh, shoulder, whole, separable lean and fat, raw",VitC_mg,0.7
551,Poultry(hens),Meats,"Poultry, mechanically deboned, from mature hens, raw",VitC_mg,2.0
552,Maize,Vegetables,"Cereals ready-to-eat, KASHI Simply Maize",VitE_mg,0.0
553,Potatoes,Vegetables,"Potatoes, raw, skin",VitE_mg,0.0
554,Cassava,Vegetables,"Cassava, raw, root vegetable, like potatoes and yams",VitE_mg,0.19
555,Cabbage,Vegetables,"Cabbage, mustard, salted",VitE_mg,0.02
556,Peas,Vegetables,"Peas, green, raw",VitE_mg,0.13
557,Tomatoes,Vegetables,"Tomatoes, green, raw",VitE_mg,0.38
558,Onion,Vegetables,"Onions, raw",VitE_mg,0.02
559,Leeks,Vegetables,"Leeks, (bulb and lower leaf-portion), like scallions, raw",VitE_mg,0.92
560,Eggplant,Vegetables,"Eggplant, raw",VitE_mg,0.3
561,Bamboo Shoot,Vegetables,"Bamboo shoots, raw",VitE_mg,1.0
562,Garlic,Vegetables,"Garlic, raw",VitE_mg,0.08
563,Mushrooms,Vegetables,"Mushrooms, shiitake, raw",VitE_mg,0.0
564,Okra,Vegetables,"Okra, raw",VitE_mg,0.27
565,Spinach,Vegetables,"Spinach, raw",VitE_mg,2.03
566,Sweetcorn,Vegetables,"Corn, sweet, white, raw",VitE_mg,0.07
567,Cucumber,Vegetables,"Cucumber, with peel, raw",VitE_mg,0.03
568,Lettuce,Vegetables,"Lettuce, green leaf, raw",VitE_mg,0.22
569,Orange,Fruits,"Oranges, raw, all commercial varieties",VitE_mg,0.18
570,Bananas,Fruits,"Bananas, raw",VitE_mg,0.1
571,Apples,Fruits,"Apples, raw, with skin",VitE_mg,0.18
572,Blackberries,Fruits,"Blackberries, raw",VitE_mg,1.17
573,Blueberries,Fruits,"Blueberries, raw",VitE_mg,0.57
574,Strawberries,Fruits,"Strawberries, raw",VitE_mg,0.29
575,Grapes,Fruits,"Grapes, american type (slip skin), raw",VitE_mg,0.19
576,Pomegranate,Fruits,"Pomegranates, raw",VitE_mg,0.6
577,Watermelon,Fruits,"Watermelon, raw",VitE_mg,0.05
578,Soymilk,Dariy and Eggs,"Soymilk, original and vanilla, unfortified",VitE_mg,0.11
579,Milk,Dariy and Eggs,"Milk, filled, fluid, with lauric acid oil",VitE_mg,0.13
580,Cheese,Dariy and Eggs,"Cheese, brick",VitE_mg,0.26
581,Milk(sheep),Dariy and Eggs,"Milk, sheep, fluid",VitE_mg,0.0
582,Milk(nut),Dariy and Eggs,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",VitE_mg,0.15
583,Cream,Dariy and Eggs,"Cheese, cream",VitE_mg,0.29
584,Yogurt,Dariy and Eggs,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",VitE_mg,0.06
585,Beer,Beverages,"Alcoholic beverage, beer, regular, all",VitE_mg,0.0
586,Wine,Beverages,"Alcoholic beverage, wine, table, all",VitE_mg,0.0
587,Coffee(instant),Beverages,"Coffee, instant, regular, powder",VitE_mg,0.0
588,Coca cola,Beverages,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",VitE_mg,0.0
589,Lemon Juice,Beverages,"Lemon juice, raw",VitE_mg,0.15
590,Fish(farmed),Fish & Shellfish,"Fish, catfish, channel, farmed, raw",VitE_mg,0.81
591,Shrimp(farmed),Fish & Shellfish,"Crustaceans, crayfish, mixed species, farmed, raw",VitE_mg,0.0
592,Trout,Fish & Shellfish,"Fish, trout, rainbow, farmed, raw",VitE_mg,2.34
593,Herring,Fish & Shellfish,"Fish, herring, Pacific, raw",VitE_mg,0.0
594,Salmon,Fish & Shellfish,"Fish, salmon, Atlantic, wild, raw",VitE_mg,0.0
595,Sardine,Fish & Shellfish,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",VitE_mg,1.38
596,Tuna,Fish & Shellfish,"Fish, tuna, fresh, bluefin, raw",VitE_mg,1.0
597,Mackerel,Fish & Shellfish,"Fish, mackerel, Atlantic, raw",VitE_mg,1.52
598,Bread(rye),Bread and Grains,"Bread, rye",VitE_mg,0.33
599,Porridge,Bread and Grains,"Breakfast cereal, milk added",VitE_mg,4.95
600,Rice,Bread and Grains,"Rice, white, long-grain, regular, raw, enriched",VitE_mg,0.11
601,Groundnuts,Bread and Grains,"Spices, nutmeg, ground",VitE_mg,0.0
602,Nuts(cashew),"Pulses, Nuts and Legumes","Nuts, cashew nuts, raw",VitE_mg,0.9
603,Tofu,"Pulses, Nuts and Legumes","Tofu, silken, soft",VitE_mg,0.0
604,Chocolate,Chocolate,Chocolate syrup,VitE_mg,0.02
605,Egg,Dariy and Eggs,"Egg, whole, raw, fresh",VitE_mg,1.05
606,Beans,"Pulses, Nuts and Legumes","Beans, yellow, mature seeds, raw",VitE_mg,0.0
607,Palm oil,Oil,"Oil, palm",VitE_mg,15.94
608,Canola oil,Oil,"Oil, grapeseed",VitE_mg,28.8
609,Sunflower oil,Oil,"Oil, sunflower, linoleic, (approx. 65%)",VitE_mg,41.08
610,Olive oil,Oil,"Oil, olive, salad or cooking",VitE_mg,14.35
611,Beef(steak),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",VitE_mg,0.37
612,Beef(brisket),Meats,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",VitE_mg,0.44
613,Beef(flank),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",VitE_mg,0.3
614,Lamb(rib),Meats,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",VitE_mg,0.19
615,Lamb(loin),Meats,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",VitE_mg,0.18
616,Lamb(shank),Meats,"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",VitE_mg,0.21
617,Pork(leg),Meats,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",VitE_mg,0.0
618,Pork(loin),Meats,"Pork, fresh, loin, whole, separable lean and fat, raw",VitE_mg,0.21
619,Pork(shoulder),Meats,"Pork, fresh, shoulder, whole, separable lean and fat, raw",VitE_mg,0.19
620,Poultry(hens),Meats,"Poultry, mechanically deboned, from mature hens, raw",VitE_mg,0.0
621,Maize,Vegetables,"Cereals ready-to-eat, KASHI Simply Maize",Calcium_mg,0.0
622,Potatoes,Vegetables,"Potatoes, raw, skin",Calcium_mg,30.0
623,Cassava,Vegetables,"Cassava, raw, root vegetable, like potatoes and yams",Calcium_mg,16.0
624,Cabbage,Vegetables,"Cabbage, mustard, salted",Calcium_mg,67.0
625,Peas,Vegetables,"Peas, green, raw",Calcium_mg,25.0
626,Tomatoes,Vegetables,"Tomatoes, green, raw",Calcium_mg,13.0
627,Onion,Vegetables,"Onions, raw",Calcium_mg,23.0
628,Leeks,Vegetables,"Leeks, (bulb and lower leaf-portion), like scallions, raw",Calcium_mg,59.0
629,Eggplant,Vegetables,"Eggplant, raw",Calcium_mg,9.0
630,Bamboo Shoot,Vegetables,"Bamboo shoots, raw",Calcium_mg,13.0
631,Garlic,Vegetables,"Garlic, raw",Calcium_mg,181.0
632,Mushrooms,Vegetables,"Mushrooms, shiitake, raw",Calcium_mg,2.0
633,Okra,Vegetables,"Okra, raw",Calcium_mg,82.0
634,Spinach,Vegetables,"Spinach, raw",Calcium_mg,99.0
635,Sweetcorn,Vegetables,"Corn, sweet, white, raw",Calcium_mg,2.0
636,Cucumber,Vegetables,"Cucumber, with peel, raw",Calcium_mg,16.0
637,Lettuce,Vegetables,"Lettuce, green leaf, raw",Calcium_mg,36.0
638,Orange,Fruits,"Oranges, raw, all commercial varieties",Calcium_mg,40.0
639,Bananas,Fruits,"Bananas, raw",Calcium_mg,5.0
640,Apples,Fruits,"Apples, raw, with skin",Calcium_mg,6.0
641,Blackberries,Fruits,"Blackberries, raw",Calcium_mg,29.0
642,Blueberries,Fruits,"Blueberries, raw",Calcium_mg,6.0
643,Strawberries,Fruits,"Strawberries, raw",Calcium_mg,16.0
644,Grapes,Fruits,"Grapes, american type (slip skin), raw",Calcium_mg,14.0
645,Pomegranate,Fruits,"Pomegranates, raw",Calcium_mg,10.0
646,Watermelon,Fruits,"Watermelon, raw",Calcium_mg,7.0
647,Soymilk,Dariy and Eggs,"Soymilk, original and vanilla, unfortified",Calcium_mg,25.0
648,Milk,Dariy and Eggs,"Milk, filled, fluid, with lauric acid oil",Calcium_mg,128.0
649,Cheese,Dariy and Eggs,"Cheese, brick",Calcium_mg,674.0
650,Milk(sheep),Dariy and Eggs,"Milk, sheep, fluid",Calcium_mg,193.0
651,Milk(nut),Dariy and Eggs,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",Calcium_mg,16.0
652,Cream,Dariy and Eggs,"Cheese, cream",Calcium_mg,98.0
653,Yogurt,Dariy and Eggs,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",Calcium_mg,121.0
654,Beer,Beverages,"Alcoholic beverage, beer, regular, all",Calcium_mg,4.0
655,Wine,Beverages,"Alcoholic beverage, wine, table, all",Calcium_mg,8.0
656,Coffee(instant),Beverages,"Coffee, instant, regular, powder",Calcium_mg,141.0
657,Coca cola,Beverages,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",Calcium_mg,1.0
658,Lemon Juice,Beverages,"Lemon juice, raw",Calcium_mg,6.0
659,Fish(farmed),Fish & Shellfish,"Fish, catfish, channel, farmed, raw",Calcium_mg,8.0
660,Shrimp(farmed),Fish & Shellfish,"Crustaceans, crayfish, mixed species, farmed, raw",Calcium_mg,25.0
661,Trout,Fish & Shellfish,"Fish, trout, rainbow, farmed, raw",Calcium_mg,25.0
662,Herring,Fish & Shellfish,"Fish, herring, Pacific, raw",Calcium_mg,83.0
663,Salmon,Fish & Shellfish,"Fish, salmon, Atlantic, wild, raw",Calcium_mg,12.0
664,Sardine,Fish & Shellfish,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",Calcium_mg,240.0
665,Tuna,Fish & Shellfish,"Fish, tuna, fresh, bluefin, raw",Calcium_mg,8.0
666,Mackerel,Fish & Shellfish,"Fish, mackerel, Atlantic, raw",Calcium_mg,12.0
667,Bread(rye),Bread and Grains,"Bread, rye",Calcium_mg,73.0
668,Porridge,Bread and Grains,"Breakfast cereal, milk added",Calcium_mg,707.0
669,Rice,Bread and Grains,"Rice, white, long-grain, regular, raw, enriched",Calcium_mg,28.0
670,Groundnuts,Bread and Grains,"Spices, nutmeg, ground",Calcium_mg,184.0
671,Nuts(cashew),"Pulses, Nuts and Legumes","Nuts, cashew nuts, raw",Calcium_mg,37.0
672,Tofu,"Pulses, Nuts and Legumes","Tofu, silken, soft",Calcium_mg,31.0
673,Chocolate,Chocolate,Chocolate syrup,Calcium_mg,14.0
674,Egg,Dariy and Eggs,"Egg, whole, raw, fresh",Calcium_mg,56.0
675,Beans,"Pulses, Nuts and Legumes","Beans, yellow, mature seeds, raw",Calcium_mg,166.0
676,Palm oil,Oil,"Oil, palm",Calcium_mg,0.0
677,Canola oil,Oil,"Oil, grapeseed",Calcium_mg,0.0
678,Sunflower oil,Oil,"Oil, sunflower, linoleic, (approx. 65%)",Calcium_mg,0.0
679,Olive oil,Oil,"Oil, olive, salad or cooking",Calcium_mg,1.0
680,Beef(steak),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",Calcium_mg,20.0
681,Beef(brisket),Meats,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Calcium_mg,15.0
682,Beef(flank),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",Calcium_mg,24.0
683,Lamb(rib),Meats,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",Calcium_mg,12.0
684,Lamb(loin),Meats,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",Calcium_mg,15.0
685,Lamb(shank),Meats,"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",Calcium_mg,8.0
686,Pork(leg),Meats,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",Calcium_mg,5.0
687,Pork(loin),Meats,"Pork, fresh, loin, whole, separable lean and fat, raw",Calcium_mg,18.0
688,Pork(shoulder),Meats,"Pork, fresh, shoulder, whole, separable lean and fat, raw",Calcium_mg,15.0
689,Poultry(hens),Meats,"Poultry, mechanically deboned, from mature hens, raw",Calcium_mg,187.0
690,Maize,Vegetables,"Cereals ready-to-eat, KASHI Simply Maize",sum_emission,0.11
691,Potatoes,Vegetables,"Potatoes, raw, skin",sum_emission,0.03
692,Cassava,Vegetables,"Cassava, raw, root vegetable, like potatoes and yams",sum_emission,0.09
693,Cabbage,Vegetables,"Cabbage, mustard, salted",sum_emission,0.04
694,Peas,Vegetables,"Peas, green, raw",sum_emission,0.08
695,Tomatoes,Vegetables,"Tomatoes, green, raw",sum_emission,0.14
696,Onion,Vegetables,"Onions, raw",sum_emission,0.03
697,Leeks,Vegetables,"Leeks, (bulb and lower leaf-portion), like scallions, raw",sum_emission,0.03
698,Eggplant,Vegetables,"Eggplant, raw",sum_emission,0.41
699,Bamboo Shoot,Vegetables,"Bamboo shoots, raw",sum_emission,0.41
700,Garlic,Vegetables,"Garlic, raw",sum_emission,0.11
701,Mushrooms,Vegetables,"Mushrooms, shiitake, raw",sum_emission,0.41
702,Okra,Vegetables,"Okra, raw",sum_emission,0.41
703,Spinach,Vegetables,"Spinach, raw",sum_emission,0.14
704,Sweetcorn,Vegetables,"Corn, sweet, white, raw",sum_emission,0.41
705,Cucumber,Vegetables,"Cucumber, with peel, raw",sum_emission,0.06
706,Lettuce,Vegetables,"Lettuce, green leaf, raw",sum_emission,0.07
707,Orange,Fruits,"Oranges, raw, all commercial varieties",sum_emission,0.03
708,Bananas,Fruits,"Bananas, raw",sum_emission,0.08
709,Apples,Fruits,"Apples, raw, with skin",sum_emission,0.03
710,Blackberries,Fruits,"Blackberries, raw",sum_emission,0.11
711,Blueberries,Fruits,"Blueberries, raw",sum_emission,0.11
712,Strawberries,Fruits,"Strawberries, raw",sum_emission,0.11
713,Grapes,Fruits,"Grapes, american type (slip skin), raw",sum_emission,0.11
714,Pomegranate,Fruits,"Pomegranates, raw",sum_emission,0.13
715,Watermelon,Fruits,"Watermelon, raw",sum_emission,0.13
716,Soymilk,Dariy and Eggs,"Soymilk, original and vanilla, unfortified",sum_emission,0.1
717,Milk,Dariy and Eggs,"Milk, filled, fluid, with lauric acid oil",sum_emission,0.28
718,Cheese,Dariy and Eggs,"Cheese, brick",sum_emission,2.12
719,Milk(sheep),Dariy and Eggs,"Milk, sheep, fluid",sum_emission,0.13
720,Milk(nut),Dariy and Eggs,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",sum_emission,0.51
721,Cream,Dariy and Eggs,"Cheese, cream",sum_emission,0.48
722,Yogurt,Dariy and Eggs,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",sum_emission,0.48
723,Beer,Beverages,"Alcoholic beverage, beer, regular, all",sum_emission,0.11
724,Wine,Beverages,"Alcoholic beverage, wine, table, all",sum_emission,0.14
725,Coffee(instant),Beverages,"Coffee, instant, regular, powder",sum_emission,1.65
726,Coca cola,Beverages,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",sum_emission,0.05
727,Lemon Juice,Beverages,"Lemon juice, raw",sum_emission,0.05
728,Fish(farmed),Fish & Shellfish,"Fish, catfish, channel, farmed, raw",sum_emission,0.51
729,Shrimp(farmed),Fish & Shellfish,"Crustaceans, crayfish, mixed species, farmed, raw",sum_emission,1.18
730,Trout,Fish & Shellfish,"Fish, trout, rainbow, farmed, raw",sum_emission,0.48
731,Herring,Fish & Shellfish,"Fish, herring, Pacific, raw",sum_emission,0.16
732,Salmon,Fish & Shellfish,"Fish, salmon, Atlantic, wild, raw",sum_emission,0.28
733,Sardine,Fish & Shellfish,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",sum_emission,0.16
734,Tuna,Fish & Shellfish,"Fish, tuna, fresh, bluefin, raw",sum_emission,0.42
735,Mackerel,Fish & Shellfish,"Fish, mackerel, Atlantic, raw",sum_emission,0.12
736,Bread(rye),Bread and Grains,"Bread, rye",sum_emission,0.14
737,Porridge,Bread and Grains,"Breakfast cereal, milk added",sum_emission,0.16
738,Rice,Bread and Grains,"Rice, white, long-grain, regular, raw, enriched",sum_emission,0.4
739,Groundnuts,Bread and Grains,"Spices, nutmeg, ground",sum_emission,0.24
740,Nuts(cashew),"Pulses, Nuts and Legumes","Nuts, cashew nuts, raw",sum_emission,0.02
741,Tofu,"Pulses, Nuts and Legumes","Tofu, silken, soft",sum_emission,0.3
742,Chocolate,Chocolate,Chocolate syrup,sum_emission,1.87
743,Egg,Dariy and Eggs,"Egg, whole, raw, fresh",sum_emission,0.45
744,Beans,"Pulses, Nuts and Legumes","Beans, yellow, mature seeds, raw",sum_emission,0.16
745,Palm oil,Oil,"Oil, palm",sum_emission,0.76
746,Canola oil,Oil,"Oil, grapeseed",sum_emission,0.37
747,Sunflower oil,Oil,"Oil, sunflower, linoleic, (approx. 65%)",sum_emission,0.35
748,Olive oil,Oil,"Oil, olive, salad or cooking",sum_emission,0.6
749,Beef(steak),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",sum_emission,5.96
750,Beef(brisket),Meats,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",sum_emission,5.96
751,Beef(flank),Meats,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",sum_emission,5.96
752,Lamb(rib),Meats,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",sum_emission,2.45
753,Lamb(loin),Meats,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sum_emission,2.45
754,Lamb(shank),Meats,"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sum_emission,2.45
755,Pork(leg),Meats,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",sum_emission,0.72
756,Pork(loin),Meats,"Pork, fresh, loin, whole, separable lean and fat, raw",sum_emission,0.72
757,Pork(shoulder),Meats,"Pork, fresh, shoulder, whole, separable lean and fat, raw",sum_emission,0.72
758,Poultry(hens),Meats,"Poultry, mechanically deboned, from mature hens, raw",sum_emission,0.61
